"","fecha_dia","empresa","producto","menciones_positivas","menciones_negativas","menciones_neutras"
"2215",2025-02-22,"Nvidia","AI Chips",379,206,403
"2216",2025-02-22,"Nvidia","Cloud Gaming",358,151,422
"2217",2025-02-22,"Nvidia","DLSS Tech",378,210,386
"2218",2025-02-22,"Nvidia","GPU Drivers",373,188,393
"2219",2025-02-22,"Nvidia","RTX GPUs",389,163,404
"2220",2025-02-22,"Nvidia","RTX Laptops",367,196,402
"2221",2025-02-22,"Tesla","Model 3",385,213,398
"2222",2025-02-22,"Tesla","Model S",413,206,351
"2223",2025-02-22,"Tesla","Model X",375,181,385
"2224",2025-02-22,"Tesla","Model Y",407,204,414
"2225",2025-02-22,"Tesla","Powerwall",368,188,411
"2226",2025-02-22,"Tesla","Solar Roof",356,195,400
"2227",2025-02-23,"Apple","AirPods",387,191,380
"2228",2025-02-23,"Apple","App Store",381,200,383
"2229",2025-02-23,"Apple","Apple Watch",439,168,387
"2230",2025-02-23,"Apple","MacBook",384,205,358
"2231",2025-02-23,"Apple","iPad",369,208,377
"2232",2025-02-23,"Apple","iPhone",377,175,400
"2233",2025-02-23,"Binance","Futures",410,191,389
"2234",2025-02-23,"Binance","Margin Trading",400,186,410
"2235",2025-02-23,"Binance","P2P",391,179,368
"2236",2025-02-23,"Binance","Spot Exchange",389,179,383
"2237",2025-02-23,"Binance","Staking",381,191,355
"2238",2025-02-23,"Binance","Wallet",344,200,401
"2239",2025-02-23,"Coinbase","Earn",411,200,424
"2240",2025-02-23,"Coinbase","NFT Marketplace",373,201,406
"2241",2025-02-23,"Coinbase","Pro",373,200,380
"2242",2025-02-23,"Coinbase","Spot Trading",414,172,400
"2243",2025-02-23,"Coinbase","Staking",377,175,386
"2244",2025-02-23,"Coinbase","Wallet",390,212,374
"2245",2025-02-23,"Meta","Facebook",403,194,403
"2246",2025-02-23,"Meta","Horizon Worlds",372,197,384
"2247",2025-02-23,"Meta","Instagram",355,209,400
"2248",2025-02-23,"Meta","Oculus Rift",386,184,413
"2249",2025-02-23,"Meta","Portal",360,160,360
"2250",2025-02-23,"Meta","WhatsApp",376,191,376
"2251",2025-02-23,"Nike","Air Max",431,190,371
"2252",2025-02-23,"Nike","Dri-FIT Apparel",384,202,366
"2253",2025-02-23,"Nike","Football Boots",368,174,363
"2254",2025-02-23,"Nike","Jordan",387,188,338
"2255",2025-02-23,"Nike","Nike+ App",352,222,346
"2256",2025-02-23,"Nike","Running Shoes",402,208,382
"2257",2025-02-23,"Nvidia","AI Chips",366,194,356
"2258",2025-02-23,"Nvidia","Cloud Gaming",381,206,398
"2259",2025-02-23,"Nvidia","DLSS Tech",394,197,362
"2260",2025-02-23,"Nvidia","GPU Drivers",388,212,379
"2261",2025-02-23,"Nvidia","RTX GPUs",376,191,364
"2262",2025-02-23,"Nvidia","RTX Laptops",365,192,370
"2263",2025-02-23,"Tesla","Model 3",378,170,381
"2264",2025-02-23,"Tesla","Model S",408,151,326
"2265",2025-02-23,"Tesla","Model X",380,209,395
"2266",2025-02-23,"Tesla","Model Y",386,215,415
"2267",2025-02-23,"Tesla","Powerwall",430,187,412
"2268",2025-02-23,"Tesla","Solar Roof",406,214,418
"2269",2025-02-24,"Apple","AirPods",363,180,360
"2270",2025-02-24,"Apple","App Store",359,178,376
"2271",2025-02-24,"Apple","Apple Watch",401,191,340
"2272",2025-02-24,"Apple","MacBook",393,202,371
"2273",2025-02-24,"Apple","iPad",412,234,393
"2274",2025-02-24,"Apple","iPhone",402,185,405
"2275",2025-02-24,"Binance","Futures",387,196,379
"2276",2025-02-24,"Binance","Margin Trading",377,189,381
"2277",2025-02-24,"Binance","P2P",376,191,389
"2278",2025-02-24,"Binance","Spot Exchange",391,178,375
"2279",2025-02-24,"Binance","Staking",416,208,394
"2280",2025-02-24,"Binance","Wallet",389,178,374
"2281",2025-02-24,"Coinbase","Earn",372,203,398
"2282",2025-02-24,"Coinbase","NFT Marketplace",396,187,368
"2283",2025-02-24,"Coinbase","Pro",370,176,421
"2284",2025-02-24,"Coinbase","Spot Trading",380,187,379
"2285",2025-02-24,"Coinbase","Staking",383,173,380
"2286",2025-02-24,"Coinbase","Wallet",371,184,377
"2287",2025-02-24,"Meta","Facebook",397,196,357
"2288",2025-02-24,"Meta","Horizon Worlds",390,214,357
"2289",2025-02-24,"Meta","Instagram",343,188,413
"2290",2025-02-24,"Meta","Oculus Rift",383,189,365
"2291",2025-02-24,"Meta","Portal",425,204,367
"2292",2025-02-24,"Meta","WhatsApp",392,188,372
"2293",2025-02-24,"Nike","Air Max",378,180,388
"2294",2025-02-24,"Nike","Dri-FIT Apparel",405,170,411
"2295",2025-02-24,"Nike","Football Boots",374,199,369
"2296",2025-02-24,"Nike","Jordan",357,166,345
"2297",2025-02-24,"Nike","Nike+ App",387,212,380
"2298",2025-02-24,"Nike","Running Shoes",385,178,383
"2299",2025-02-24,"Nvidia","AI Chips",393,209,397
"2300",2025-02-24,"Nvidia","Cloud Gaming",386,188,368
"2301",2025-02-24,"Nvidia","DLSS Tech",378,200,392
"2302",2025-02-24,"Nvidia","GPU Drivers",396,194,377
"2303",2025-02-24,"Nvidia","RTX GPUs",377,188,377
"2304",2025-02-24,"Nvidia","RTX Laptops",363,192,368
"2305",2025-02-24,"Tesla","Model 3",389,192,357
"2306",2025-02-24,"Tesla","Model S",384,187,396
"2307",2025-02-24,"Tesla","Model X",395,169,368
"2308",2025-02-24,"Tesla","Model Y",387,202,391
"2309",2025-02-24,"Tesla","Powerwall",367,203,368
"2310",2025-02-24,"Tesla","Solar Roof",372,179,368
"2311",2025-02-25,"Apple","AirPods",358,174,359
"2312",2025-02-25,"Apple","App Store",364,192,425
"2313",2025-02-25,"Apple","Apple Watch",390,208,408
"2314",2025-02-25,"Apple","MacBook",366,178,371
"2315",2025-02-25,"Apple","iPad",400,196,372
"2316",2025-02-25,"Apple","iPhone",357,200,392
"2317",2025-02-25,"Binance","Futures",410,208,406
"2318",2025-02-25,"Binance","Margin Trading",396,216,360
"2319",2025-02-25,"Binance","P2P",374,188,378
"2320",2025-02-25,"Binance","Spot Exchange",370,173,364
"2321",2025-02-25,"Binance","Staking",392,198,376
"2322",2025-02-25,"Binance","Wallet",352,198,362
"2323",2025-02-25,"Coinbase","Earn",382,179,382
"2324",2025-02-25,"Coinbase","NFT Marketplace",399,185,390
"2325",2025-02-25,"Coinbase","Pro",391,189,408
"2326",2025-02-25,"Coinbase","Spot Trading",368,176,391
"2327",2025-02-25,"Coinbase","Staking",380,200,378
"2328",2025-02-25,"Coinbase","Wallet",377,165,387
"2329",2025-02-25,"Meta","Facebook",426,192,368
"2330",2025-02-25,"Meta","Horizon Worlds",387,191,366
"2331",2025-02-25,"Meta","Instagram",368,182,367
"2332",2025-02-25,"Meta","Oculus Rift",412,177,391
"2333",2025-02-25,"Meta","Portal",373,207,370
"2334",2025-02-25,"Meta","WhatsApp",382,179,382
"2335",2025-02-25,"Nike","Air Max",378,201,368
"2336",2025-02-25,"Nike","Dri-FIT Apparel",375,204,403
"2337",2025-02-25,"Nike","Football Boots",407,197,379
"2338",2025-02-25,"Nike","Jordan",377,180,377
"2339",2025-02-25,"Nike","Nike+ App",414,187,387
"2340",2025-02-25,"Nike","Running Shoes",369,188,402
"2341",2025-02-25,"Nvidia","AI Chips",375,203,378
"2342",2025-02-25,"Nvidia","Cloud Gaming",368,183,405
"2343",2025-02-25,"Nvidia","DLSS Tech",369,207,395
"2344",2025-02-25,"Nvidia","GPU Drivers",352,186,397
"2345",2025-02-25,"Nvidia","RTX GPUs",380,172,374
"2346",2025-02-25,"Nvidia","RTX Laptops",374,194,370
"2347",2025-02-25,"Tesla","Model 3",380,185,363
"2348",2025-02-25,"Tesla","Model S",394,176,396
"2349",2025-02-25,"Tesla","Model X",372,155,383
"2350",2025-02-25,"Tesla","Model Y",390,207,378
"2351",2025-02-25,"Tesla","Powerwall",379,167,368
"2352",2025-02-25,"Tesla","Solar Roof",398,195,390
"2353",2025-02-26,"Apple","AirPods",360,205,353
"2354",2025-02-26,"Apple","App Store",351,175,376
"2355",2025-02-26,"Apple","Apple Watch",342,204,385
"2356",2025-02-26,"Apple","MacBook",365,184,381
"2357",2025-02-26,"Apple","iPad",423,200,402
"2358",2025-02-26,"Apple","iPhone",347,180,379
"2359",2025-02-26,"Binance","Futures",359,183,380
"2360",2025-02-26,"Binance","Margin Trading",375,199,397
"2361",2025-02-26,"Binance","P2P",417,197,401
"2362",2025-02-26,"Binance","Spot Exchange",342,218,349
"2363",2025-02-26,"Binance","Staking",381,203,391
"2364",2025-02-26,"Binance","Wallet",390,177,401
"2365",2025-02-26,"Coinbase","Earn",406,205,386
"2366",2025-02-26,"Coinbase","NFT Marketplace",402,188,406
"2367",2025-02-26,"Coinbase","Pro",361,202,397
"2368",2025-02-26,"Coinbase","Spot Trading",424,180,377
"2369",2025-02-26,"Coinbase","Staking",407,170,381
"2370",2025-02-26,"Coinbase","Wallet",398,211,396
"2371",2025-02-26,"Meta","Facebook",377,189,421
"2372",2025-02-26,"Meta","Horizon Worlds",348,168,383
"2373",2025-02-26,"Meta","Instagram",371,162,368
"2374",2025-02-26,"Meta","Oculus Rift",359,199,398
"2375",2025-02-26,"Meta","Portal",389,181,372
"2376",2025-02-26,"Meta","WhatsApp",411,192,381
"2377",2025-02-26,"Nike","Air Max",414,180,397
"2378",2025-02-26,"Nike","Dri-FIT Apparel",379,182,371
"2379",2025-02-26,"Nike","Football Boots",376,200,356
"2380",2025-02-26,"Nike","Jordan",384,175,405
"2381",2025-02-26,"Nike","Nike+ App",407,175,409
"2382",2025-02-26,"Nike","Running Shoes",380,190,405
"2383",2025-02-26,"Nvidia","AI Chips",378,208,391
"2384",2025-02-26,"Nvidia","Cloud Gaming",369,209,381
"2385",2025-02-26,"Nvidia","DLSS Tech",381,176,368
"2386",2025-02-26,"Nvidia","GPU Drivers",388,212,386
"2387",2025-02-26,"Nvidia","RTX GPUs",391,184,409
"2388",2025-02-26,"Nvidia","RTX Laptops",406,191,399
"2389",2025-02-26,"Tesla","Model 3",396,185,355
"2390",2025-02-26,"Tesla","Model S",392,173,372
"2391",2025-02-26,"Tesla","Model X",394,195,384
"2392",2025-02-26,"Tesla","Model Y",362,190,360
"2393",2025-02-26,"Tesla","Powerwall",417,181,408
"2394",2025-02-26,"Tesla","Solar Roof",373,194,387
"2395",2025-02-27,"Apple","AirPods",400,213,379
"2396",2025-02-27,"Apple","App Store",407,195,416
"2397",2025-02-27,"Apple","Apple Watch",395,189,368
"2398",2025-02-27,"Apple","MacBook",403,186,354
"2399",2025-02-27,"Apple","iPad",373,203,408
"2400",2025-02-27,"Apple","iPhone",388,206,380
"2401",2025-02-27,"Binance","Futures",396,185,399
"2402",2025-02-27,"Binance","Margin Trading",375,177,368
"2403",2025-02-27,"Binance","P2P",398,185,380
"2404",2025-02-27,"Binance","Spot Exchange",386,190,404
"2405",2025-02-27,"Binance","Staking",378,219,383
"2406",2025-02-27,"Binance","Wallet",382,177,398
"2407",2025-02-27,"Coinbase","Earn",343,159,439
"2408",2025-02-27,"Coinbase","NFT Marketplace",384,176,370
"2409",2025-02-27,"Coinbase","Pro",362,191,381
"2410",2025-02-27,"Coinbase","Spot Trading",390,177,360
"2411",2025-02-27,"Coinbase","Staking",405,185,412
"2412",2025-02-27,"Coinbase","Wallet",386,209,341
"2413",2025-02-27,"Meta","Facebook",390,185,385
"2414",2025-02-27,"Meta","Horizon Worlds",394,194,364
"2415",2025-02-27,"Meta","Instagram",405,209,375
"2416",2025-02-27,"Meta","Oculus Rift",364,187,403
"2417",2025-02-27,"Meta","Portal",348,197,396
"2418",2025-02-27,"Meta","WhatsApp",398,198,366
"2419",2025-02-27,"Nike","Air Max",364,208,377
"2420",2025-02-27,"Nike","Dri-FIT Apparel",363,187,397
"2421",2025-02-27,"Nike","Football Boots",412,218,417
"2422",2025-02-27,"Nike","Jordan",414,210,372
"2423",2025-02-27,"Nike","Nike+ App",405,193,370
"2424",2025-02-27,"Nike","Running Shoes",405,209,362
"2425",2025-02-27,"Nvidia","AI Chips",378,201,364
"2426",2025-02-27,"Nvidia","Cloud Gaming",344,179,405
"2427",2025-02-27,"Nvidia","DLSS Tech",380,200,384
"2428",2025-02-27,"Nvidia","GPU Drivers",387,170,369
"2429",2025-02-27,"Nvidia","RTX GPUs",389,204,379
"2430",2025-02-27,"Nvidia","RTX Laptops",378,209,386
"2431",2025-02-27,"Tesla","Model 3",315,174,375
"2432",2025-02-27,"Tesla","Model S",384,202,368
"2433",2025-02-27,"Tesla","Model X",403,199,371
"2434",2025-02-27,"Tesla","Model Y",389,199,413
"2435",2025-02-27,"Tesla","Powerwall",368,184,385
"2436",2025-02-27,"Tesla","Solar Roof",402,190,387
"2437",2025-02-28,"Apple","AirPods",370,199,424
"2438",2025-02-28,"Apple","App Store",350,197,391
"2439",2025-02-28,"Apple","Apple Watch",369,190,382
"2440",2025-02-28,"Apple","MacBook",372,189,377
"2441",2025-02-28,"Apple","iPad",395,198,376
"2442",2025-02-28,"Apple","iPhone",380,200,404
"2443",2025-02-28,"Binance","Futures",384,168,412
"2444",2025-02-28,"Binance","Margin Trading",428,164,369
"2445",2025-02-28,"Binance","P2P",405,174,385
"2446",2025-02-28,"Binance","Spot Exchange",372,199,398
"2447",2025-02-28,"Binance","Staking",366,187,375
"2448",2025-02-28,"Binance","Wallet",401,183,391
"2449",2025-02-28,"Coinbase","Earn",431,202,405
"2450",2025-02-28,"Coinbase","NFT Marketplace",398,178,364
"2451",2025-02-28,"Coinbase","Pro",398,192,417
"2452",2025-02-28,"Coinbase","Spot Trading",388,186,361
"2453",2025-02-28,"Coinbase","Staking",364,198,348
"2454",2025-02-28,"Coinbase","Wallet",407,212,395
"2455",2025-02-28,"Meta","Facebook",369,160,390
"2456",2025-02-28,"Meta","Horizon Worlds",382,206,396
"2457",2025-02-28,"Meta","Instagram",373,188,386
"2458",2025-02-28,"Meta","Oculus Rift",382,183,413
"2459",2025-02-28,"Meta","Portal",361,187,405
"2460",2025-02-28,"Meta","WhatsApp",405,193,396
"2461",2025-02-28,"Nike","Air Max",381,208,434
"2462",2025-02-28,"Nike","Dri-FIT Apparel",379,188,376
"2463",2025-02-28,"Nike","Football Boots",384,191,398
"2464",2025-02-28,"Nike","Jordan",400,175,412
"2465",2025-02-28,"Nike","Nike+ App",392,192,360
"2466",2025-02-28,"Nike","Running Shoes",377,185,406
"2467",2025-02-28,"Nvidia","AI Chips",383,203,415
"2468",2025-02-28,"Nvidia","Cloud Gaming",393,197,379
"2469",2025-02-28,"Nvidia","DLSS Tech",399,213,366
"2470",2025-02-28,"Nvidia","GPU Drivers",372,210,349
"2471",2025-02-28,"Nvidia","RTX GPUs",377,209,369
"2472",2025-02-28,"Nvidia","RTX Laptops",404,217,399
"2473",2025-02-28,"Tesla","Model 3",360,194,399
"2474",2025-02-28,"Tesla","Model S",388,194,364
"2475",2025-02-28,"Tesla","Model X",364,196,418
"2476",2025-02-28,"Tesla","Model Y",339,199,423
"2477",2025-02-28,"Tesla","Powerwall",379,200,415
"2478",2025-02-28,"Tesla","Solar Roof",384,190,408
"2479",2025-03-01,"Apple","AirPods",378,189,391
"2480",2025-03-01,"Apple","App Store",384,188,385
"2481",2025-03-01,"Apple","Apple Watch",352,179,404
"2482",2025-03-01,"Apple","MacBook",374,200,385
"2483",2025-03-01,"Apple","iPad",387,197,412
"2484",2025-03-01,"Apple","iPhone",363,193,405
"2485",2025-03-01,"Binance","Futures",393,180,347
"2486",2025-03-01,"Binance","Margin Trading",383,191,382
"2487",2025-03-01,"Binance","P2P",338,189,378
"2488",2025-03-01,"Binance","Spot Exchange",323,197,378
"2489",2025-03-01,"Binance","Staking",387,212,370
"2490",2025-03-01,"Binance","Wallet",403,173,375
"2491",2025-03-01,"Coinbase","Earn",366,191,412
"2492",2025-03-01,"Coinbase","NFT Marketplace",380,194,373
"2493",2025-03-01,"Coinbase","Pro",366,188,420
"2494",2025-03-01,"Coinbase","Spot Trading",351,194,403
"2495",2025-03-01,"Coinbase","Staking",336,195,410
"2496",2025-03-01,"Coinbase","Wallet",386,193,372
"2497",2025-03-01,"Meta","Facebook",410,196,369
"2498",2025-03-01,"Meta","Horizon Worlds",377,190,381
"2499",2025-03-01,"Meta","Instagram",386,185,378
"2500",2025-03-01,"Meta","Oculus Rift",392,187,397
"2501",2025-03-01,"Meta","Portal",363,163,400
"2502",2025-03-01,"Meta","WhatsApp",403,172,368
"2503",2025-03-01,"Nike","Air Max",400,226,387
"2504",2025-03-01,"Nike","Dri-FIT Apparel",392,193,418
"2505",2025-03-01,"Nike","Football Boots",385,202,366
"2506",2025-03-01,"Nike","Jordan",355,222,390
"2507",2025-03-01,"Nike","Nike+ App",384,197,389
"2508",2025-03-01,"Nike","Running Shoes",406,215,391
"2509",2025-03-01,"Nvidia","AI Chips",356,190,371
"2510",2025-03-01,"Nvidia","Cloud Gaming",386,173,404
"2511",2025-03-01,"Nvidia","DLSS Tech",371,184,385
"2512",2025-03-01,"Nvidia","GPU Drivers",408,199,407
"2513",2025-03-01,"Nvidia","RTX GPUs",370,192,389
"2514",2025-03-01,"Nvidia","RTX Laptops",353,181,385
"2515",2025-03-01,"Tesla","Model 3",397,194,379
"2516",2025-03-01,"Tesla","Model S",417,214,377
"2517",2025-03-01,"Tesla","Model X",379,185,364
"2518",2025-03-01,"Tesla","Model Y",374,193,375
"2519",2025-03-01,"Tesla","Powerwall",358,205,377
"2520",2025-03-01,"Tesla","Solar Roof",375,201,399
"2521",2025-03-02,"Apple","AirPods",375,181,426
"2522",2025-03-02,"Apple","App Store",403,191,392
"2523",2025-03-02,"Apple","Apple Watch",366,194,376
"2524",2025-03-02,"Apple","MacBook",382,195,391
"2525",2025-03-02,"Apple","iPad",398,178,367
"2526",2025-03-02,"Apple","iPhone",373,183,401
"2527",2025-03-02,"Binance","Futures",387,191,362
"2528",2025-03-02,"Binance","Margin Trading",371,182,409
"2529",2025-03-02,"Binance","P2P",379,194,377
"2530",2025-03-02,"Binance","Spot Exchange",401,169,383
"2531",2025-03-02,"Binance","Staking",405,162,388
"2532",2025-03-02,"Binance","Wallet",385,179,395
"2533",2025-03-02,"Coinbase","Earn",393,199,360
"2534",2025-03-02,"Coinbase","NFT Marketplace",360,210,375
"2535",2025-03-02,"Coinbase","Pro",391,175,372
"2536",2025-03-02,"Coinbase","Spot Trading",413,159,398
"2537",2025-03-02,"Coinbase","Staking",354,187,402
"2538",2025-03-02,"Coinbase","Wallet",378,195,409
"2539",2025-03-02,"Meta","Facebook",389,192,398
"2540",2025-03-02,"Meta","Horizon Worlds",380,204,388
"2541",2025-03-02,"Meta","Instagram",375,179,379
"2542",2025-03-02,"Meta","Oculus Rift",396,208,388
"2543",2025-03-02,"Meta","Portal",393,169,397
"2544",2025-03-02,"Meta","WhatsApp",403,178,381
"2545",2025-03-02,"Nike","Air Max",367,194,390
"2546",2025-03-02,"Nike","Dri-FIT Apparel",380,199,374
"2547",2025-03-02,"Nike","Football Boots",409,238,400
"2548",2025-03-02,"Nike","Jordan",389,200,379
"2549",2025-03-02,"Nike","Nike+ App",390,168,361
"2550",2025-03-02,"Nike","Running Shoes",395,193,363
"2551",2025-03-02,"Nvidia","AI Chips",368,189,392
"2552",2025-03-02,"Nvidia","Cloud Gaming",414,194,404
"2553",2025-03-02,"Nvidia","DLSS Tech",388,202,377
"2554",2025-03-02,"Nvidia","GPU Drivers",365,199,385
"2555",2025-03-02,"Nvidia","RTX GPUs",368,191,368
"2556",2025-03-02,"Nvidia","RTX Laptops",374,183,358
"2557",2025-03-02,"Tesla","Model 3",392,182,389
"2558",2025-03-02,"Tesla","Model S",377,177,416
"2559",2025-03-02,"Tesla","Model X",371,191,387
"2560",2025-03-02,"Tesla","Model Y",358,192,382
"2561",2025-03-02,"Tesla","Powerwall",359,187,380
"2562",2025-03-02,"Tesla","Solar Roof",385,193,405
"2563",2025-03-03,"Apple","AirPods",368,199,343
"2564",2025-03-03,"Apple","App Store",395,177,379
"2565",2025-03-03,"Apple","Apple Watch",374,219,386
"2566",2025-03-03,"Apple","MacBook",408,162,363
"2567",2025-03-03,"Apple","iPad",414,195,378
"2568",2025-03-03,"Apple","iPhone",386,182,371
"2569",2025-03-03,"Binance","Futures",389,187,397
"2570",2025-03-03,"Binance","Margin Trading",384,173,363
"2571",2025-03-03,"Binance","P2P",409,187,399
"2572",2025-03-03,"Binance","Spot Exchange",379,185,386
"2573",2025-03-03,"Binance","Staking",355,205,354
"2574",2025-03-03,"Binance","Wallet",361,190,393
"2575",2025-03-03,"Coinbase","Earn",416,181,448
"2576",2025-03-03,"Coinbase","NFT Marketplace",383,200,388
"2577",2025-03-03,"Coinbase","Pro",412,193,376
"2578",2025-03-03,"Coinbase","Spot Trading",404,194,368
"2579",2025-03-03,"Coinbase","Staking",390,187,369
"2580",2025-03-03,"Coinbase","Wallet",391,201,382
"2581",2025-03-03,"Meta","Facebook",402,198,355
"2582",2025-03-03,"Meta","Horizon Worlds",402,171,425
"2583",2025-03-03,"Meta","Instagram",389,164,399
"2584",2025-03-03,"Meta","Oculus Rift",367,203,383
"2585",2025-03-03,"Meta","Portal",399,181,385
"2586",2025-03-03,"Meta","WhatsApp",382,196,363
"2587",2025-03-03,"Nike","Air Max",430,184,365
"2588",2025-03-03,"Nike","Dri-FIT Apparel",353,203,402
"2589",2025-03-03,"Nike","Football Boots",355,184,391
"2590",2025-03-03,"Nike","Jordan",382,192,391
"2591",2025-03-03,"Nike","Nike+ App",371,208,386
"2592",2025-03-03,"Nike","Running Shoes",378,192,391
"2593",2025-03-03,"Nvidia","AI Chips",408,182,393
"2594",2025-03-03,"Nvidia","Cloud Gaming",392,206,365
"2595",2025-03-03,"Nvidia","DLSS Tech",405,203,395
"2596",2025-03-03,"Nvidia","GPU Drivers",428,186,358
"2597",2025-03-03,"Nvidia","RTX GPUs",362,185,368
"2598",2025-03-03,"Nvidia","RTX Laptops",369,175,359
"2599",2025-03-03,"Tesla","Model 3",388,202,369
"2600",2025-03-03,"Tesla","Model S",388,188,413
"2601",2025-03-03,"Tesla","Model X",387,177,391
"2602",2025-03-03,"Tesla","Model Y",368,200,365
"2603",2025-03-03,"Tesla","Powerwall",402,186,374
"2604",2025-03-03,"Tesla","Solar Roof",379,207,412
"2605",2025-03-04,"Apple","AirPods",380,198,383
"2606",2025-03-04,"Apple","App Store",394,188,385
"2607",2025-03-04,"Apple","Apple Watch",375,210,387
"2608",2025-03-04,"Apple","MacBook",392,200,367
"2609",2025-03-04,"Apple","iPad",387,192,379
"2610",2025-03-04,"Apple","iPhone",370,213,387
"2611",2025-03-04,"Binance","Futures",388,198,371
"2612",2025-03-04,"Binance","Margin Trading",383,202,390
"2613",2025-03-04,"Binance","P2P",399,203,405
"2614",2025-03-04,"Binance","Spot Exchange",366,191,374
"2615",2025-03-04,"Binance","Staking",423,179,383
"2616",2025-03-04,"Binance","Wallet",380,188,357
"2617",2025-03-04,"Coinbase","Earn",381,198,382
"2618",2025-03-04,"Coinbase","NFT Marketplace",357,186,404
"2619",2025-03-04,"Coinbase","Pro",362,196,411
"2620",2025-03-04,"Coinbase","Spot Trading",375,217,367
"2621",2025-03-04,"Coinbase","Staking",363,168,361
"2622",2025-03-04,"Coinbase","Wallet",381,193,373
"2623",2025-03-04,"Meta","Facebook",373,194,386
"2624",2025-03-04,"Meta","Horizon Worlds",380,186,377
"2625",2025-03-04,"Meta","Instagram",384,207,409
"2626",2025-03-04,"Meta","Oculus Rift",390,202,377
"2627",2025-03-04,"Meta","Portal",415,190,385
"2628",2025-03-04,"Meta","WhatsApp",384,195,373
"2629",2025-03-04,"Nike","Air Max",366,208,381
"2630",2025-03-04,"Nike","Dri-FIT Apparel",427,182,414
"2631",2025-03-04,"Nike","Football Boots",397,191,370
"2632",2025-03-04,"Nike","Jordan",348,173,393
"2633",2025-03-04,"Nike","Nike+ App",385,204,362
"2634",2025-03-04,"Nike","Running Shoes",378,217,331
"2635",2025-03-04,"Nvidia","AI Chips",423,213,414
"2636",2025-03-04,"Nvidia","Cloud Gaming",355,188,354
"2637",2025-03-04,"Nvidia","DLSS Tech",391,194,396
"2638",2025-03-04,"Nvidia","GPU Drivers",407,185,362
"2639",2025-03-04,"Nvidia","RTX GPUs",376,189,356
"2640",2025-03-04,"Nvidia","RTX Laptops",352,183,371
"2641",2025-03-04,"Tesla","Model 3",401,200,392
"2642",2025-03-04,"Tesla","Model S",391,210,401
"2643",2025-03-04,"Tesla","Model X",401,222,375
"2644",2025-03-04,"Tesla","Model Y",373,191,393
"2645",2025-03-04,"Tesla","Powerwall",367,192,366
"2646",2025-03-04,"Tesla","Solar Roof",379,172,407
"2647",2025-03-05,"Apple","AirPods",381,189,419
"2648",2025-03-05,"Apple","App Store",362,206,373
"2649",2025-03-05,"Apple","Apple Watch",394,177,420
"2650",2025-03-05,"Apple","MacBook",387,188,364
"2651",2025-03-05,"Apple","iPad",345,174,393
"2652",2025-03-05,"Apple","iPhone",375,189,398
"2653",2025-03-05,"Binance","Futures",374,203,405
"2654",2025-03-05,"Binance","Margin Trading",386,220,374
"2655",2025-03-05,"Binance","P2P",413,174,393
"2656",2025-03-05,"Binance","Spot Exchange",400,196,396
"2657",2025-03-05,"Binance","Staking",385,199,408
"2658",2025-03-05,"Binance","Wallet",397,185,379
"2659",2025-03-05,"Coinbase","Earn",424,196,367
"2660",2025-03-05,"Coinbase","NFT Marketplace",348,198,360
"2661",2025-03-05,"Coinbase","Pro",374,171,375
"2662",2025-03-05,"Coinbase","Spot Trading",406,181,387
"2663",2025-03-05,"Coinbase","Staking",436,166,382
"2664",2025-03-05,"Coinbase","Wallet",381,189,367
"2665",2025-03-05,"Meta","Facebook",389,201,365
"2666",2025-03-05,"Meta","Horizon Worlds",384,204,391
"2667",2025-03-05,"Meta","Instagram",382,186,415
"2668",2025-03-05,"Meta","Oculus Rift",416,225,394
"2669",2025-03-05,"Meta","Portal",396,186,406
"2670",2025-03-05,"Meta","WhatsApp",395,188,368
"2671",2025-03-05,"Nike","Air Max",389,205,363
"2672",2025-03-05,"Nike","Dri-FIT Apparel",371,200,372
"2673",2025-03-05,"Nike","Football Boots",419,189,401
"2674",2025-03-05,"Nike","Jordan",396,197,361
"2675",2025-03-05,"Nike","Nike+ App",387,174,371
"2676",2025-03-05,"Nike","Running Shoes",372,186,363
"2677",2025-03-05,"Nvidia","AI Chips",362,183,391
"2678",2025-03-05,"Nvidia","Cloud Gaming",379,200,373
"2679",2025-03-05,"Nvidia","DLSS Tech",352,205,369
"2680",2025-03-05,"Nvidia","GPU Drivers",355,179,350
"2681",2025-03-05,"Nvidia","RTX GPUs",364,192,382
"2682",2025-03-05,"Nvidia","RTX Laptops",406,196,399
"2683",2025-03-05,"Tesla","Model 3",381,215,406
"2684",2025-03-05,"Tesla","Model S",383,228,380
"2685",2025-03-05,"Tesla","Model X",383,196,371
"2686",2025-03-05,"Tesla","Model Y",404,190,386
"2687",2025-03-05,"Tesla","Powerwall",385,197,380
"2688",2025-03-05,"Tesla","Solar Roof",387,208,367
"2689",2025-03-06,"Apple","AirPods",376,186,392
"2690",2025-03-06,"Apple","App Store",393,187,385
"2691",2025-03-06,"Apple","Apple Watch",422,211,356
"2692",2025-03-06,"Apple","MacBook",341,181,369
"2693",2025-03-06,"Apple","iPad",400,162,369
"2694",2025-03-06,"Apple","iPhone",388,183,368
"2695",2025-03-06,"Binance","Futures",406,178,358
"2696",2025-03-06,"Binance","Margin Trading",394,181,412
"2697",2025-03-06,"Binance","P2P",340,189,387
"2698",2025-03-06,"Binance","Spot Exchange",381,198,383
"2699",2025-03-06,"Binance","Staking",413,194,374
